572 	 0 	 0 	 0.00101317 	 987.00000000 	 1.00000000 	 0.00101317 	 987.00000000 	 185240 	 43200.2 	 43200 	 0 	 .\tabu_settings_ff0101070302.txt_00.txt 
563 	 0 	 0 	 0.00102775 	 973.00000000 	 1.00000000 	 0.00102775 	 973.00000000 	 183019 	 43200.2 	 43200 	 0 	 .\tabu_settings_ff0202070302.txt_00.txt 
577 	 0 	 0 	 0.00105152 	 951.00000000 	 1.00000000 	 0.00105152 	 951.00000000 	 193707 	 43200.2 	 43200 	 0 	 .\tabu_settings_ff0303070302.txt_00.txt 
584 	 0 	 0 	 0.00100000 	 1000.00000000 	 1.00000000 	 0.00100000 	 1000.00000000 	 179844 	 43200.1 	 43200 	 0 	 .\tabu_settings_ff0404070302.txt_00.txt 
588 	 0 	 0 	 0.00099602 	 1004.00000000 	 1.00000000 	 0.00099602 	 1004.00000000 	 178687 	 43200.1 	 43200 	 0 	 .\tabu_settings_ff0505070302.txt_00.txt 
572 	 0 	 0 	 0.00102881 	 972.00000000 	 1.00000000 	 0.00102881 	 972.00000000 	 177871 	 43200.2 	 43200 	 0 	 .\tabu_settings_ff0606070302.txt_00.txt 
587 	 0 	 0 	 0.00105042 	 952.00000000 	 1.00000000 	 0.00105042 	 952.00000000 	 183262 	 43200.2 	 43200 	 0 	 .\tabu_settings_ff0707070302.txt_00.txt 
584 	 0 	 0 	 0.00103842 	 963.00000000 	 1.00000000 	 0.00103842 	 963.00000000 	 186680 	 43200.2 	 43200 	 0 	 .\tabu_settings_ff0808070302.txt_00.txt 
561 	 0 	 0 	 0.00102669 	 974.00000000 	 1.00000000 	 0.00102669 	 974.00000000 	 189145 	 43200.0 	 43200 	 0 	 .\tabu_settings_ff0909070302.txt_00.txt 
555 	 0 	 0 	 0.00097943 	 1021.00000000 	 1.00000000 	 0.00097943 	 1021.00000000 	 189930 	 43200.1 	 43200 	 0 	 .\tabu_settings_ff1010070302.txt_00.txt 
572 	 0 	 0 	 0.00104058 	 961.00000000 	 1.00000000 	 0.00104058 	 961.00000000 	 75155 	 43200.5 	 43200 	 0 	 .\tabu_settings_ff0101070305.txt_00.txt 
563 	 0 	 0 	 0.00105597 	 947.00000000 	 1.00000000 	 0.00105597 	 947.00000000 	 73116 	 43200.0 	 43200 	 0 	 .\tabu_settings_ff0202070305.txt_00.txt 
577 	 0 	 0 	 0.00108696 	 920.00000000 	 1.00000000 	 0.00108696 	 920.00000000 	 78202 	 43200.0 	 43200 	 0 	 .\tabu_settings_ff0303070305.txt_00.txt 
584 	 0 	 0 	 0.00102669 	 974.00000000 	 1.00000000 	 0.00102669 	 974.00000000 	 70753 	 43200.5 	 43200 	 0 	 .\tabu_settings_ff0404070305.txt_00.txt 
588 	 0 	 0 	 0.00102987 	 971.00000000 	 1.00000000 	 0.00102987 	 971.00000000 	 71247 	 43200.4 	 43200 	 0 	 .\tabu_settings_ff0505070305.txt_00.txt 
