572 	 0 	 0 	 0.00099900 	 1001.00000000 	 1.00000000 	 0.00099900 	 1001.00000000 	 185822 	 43200.1 	 43200 	 0 	 .\tabu_settings_ff0101070302.txt_00.txt 
563 	 0 	 0 	 0.00101215 	 988.00000000 	 1.00000000 	 0.00101215 	 988.00000000 	 180682 	 43200.2 	 43200 	 0 	 .\tabu_settings_ff0202070302.txt_00.txt 
577 	 0 	 0 	 0.00103627 	 965.00000000 	 1.00000000 	 0.00103627 	 965.00000000 	 192465 	 43200.2 	 43200 	 0 	 .\tabu_settings_ff0303070302.txt_00.txt 
584 	 0 	 0 	 0.00098814 	 1012.00000000 	 1.00000000 	 0.00098814 	 1012.00000000 	 176574 	 43200.2 	 43200 	 0 	 .\tabu_settings_ff0404070302.txt_00.txt 
588 	 0 	 0 	 0.00098814 	 1012.00000000 	 1.00000000 	 0.00098814 	 1012.00000000 	 173510 	 43200.2 	 43200 	 0 	 .\tabu_settings_ff0505070302.txt_00.txt 
572 	 0 	 0 	 0.00101626 	 984.00000000 	 1.00000000 	 0.00101626 	 984.00000000 	 174445 	 43200.2 	 43200 	 0 	 .\tabu_settings_ff0606070302.txt_00.txt 
587 	 0 	 0 	 0.00103520 	 966.00000000 	 1.00000000 	 0.00103520 	 966.00000000 	 178669 	 43200.2 	 43200 	 0 	 .\tabu_settings_ff0707070302.txt_00.txt 
584 	 0 	 0 	 0.00101626 	 984.00000000 	 1.00000000 	 0.00101626 	 984.00000000 	 184722 	 43200.1 	 43200 	 0 	 .\tabu_settings_ff0808070302.txt_00.txt 
561 	 0 	 0 	 0.00100301 	 997.00000000 	 1.00000000 	 0.00100301 	 997.00000000 	 184851 	 43200.2 	 43200 	 0 	 .\tabu_settings_ff0909070302.txt_00.txt 
555 	 0 	 0 	 0.00096246 	 1039.00000000 	 1.00000000 	 0.00096246 	 1039.00000000 	 188173 	 43200.1 	 43200 	 0 	 .\tabu_settings_ff1010070302.txt_00.txt 
572 	 0 	 0 	 0.00101317 	 987.00000000 	 1.00000000 	 0.00101317 	 987.00000000 	 70893 	 43200.4 	 43200 	 0 	 .\tabu_settings_ff0101070305.txt_00.txt 
563 	 0 	 0 	 0.00103627 	 965.00000000 	 1.00000000 	 0.00103627 	 965.00000000 	 71074 	 43200.4 	 43200 	 0 	 .\tabu_settings_ff0202070305.txt_00.txt 
577 	 0 	 0 	 0.00106270 	 941.00000000 	 1.00000000 	 0.00106270 	 941.00000000 	 73105 	 43200.3 	 43200 	 0 	 .\tabu_settings_ff0303070305.txt_00.txt 
584 	 0 	 0 	 0.00101112 	 989.00000000 	 1.00000000 	 0.00101112 	 989.00000000 	 68238 	 43200.2 	 43200 	 0 	 .\tabu_settings_ff0404070305.txt_00.txt 
588 	 0 	 0 	 0.00102459 	 976.00000000 	 1.00000000 	 0.00102459 	 976.00000000 	 67339 	 43200.2 	 43200 	 0 	 .\tabu_settings_ff0505070305.txt_00.txt 
