0.00374532 	 267.00000000 	 1.00000000 	 0.00374532 	 267.00000000 	 166114 	 12600.1 	 12600 	 0 	 .\rs_settings_ff000000f10201b048_5.txt_00.txt 
0.00404858 	 247.00000000 	 1.00000000 	 0.00404858 	 247.00000000 	 145259 	 12600.1 	 12600 	 0 	 .\rs_settings_ff010001f10201b048_5.txt_00.txt 
0.00377358 	 265.00000000 	 1.00000000 	 0.00377358 	 265.00000000 	 175888 	 12600.0 	 12600 	 0 	 .\rs_settings_ff020002f10201b048_5.txt_00.txt 
0.00361011 	 277.00000000 	 1.00000000 	 0.00361011 	 277.00000000 	 122329 	 12600.0 	 12600 	 0 	 .\rs_settings_ff030003f10201b048_5.txt_00.txt 
0.00418410 	 239.00000000 	 1.00000000 	 0.00418410 	 239.00000000 	 138149 	 12600.0 	 12600 	 0 	 .\rs_settings_ff040004f10201b048_5.txt_00.txt 
0.00355872 	 281.00000000 	 1.00000000 	 0.00355872 	 281.00000000 	 133561 	 12600.0 	 12600 	 0 	 .\rs_settings_ff050005f10201b048_5.txt_00.txt 
0.00374532 	 267.00000000 	 1.00000000 	 0.00374532 	 267.00000000 	 189272 	 12600.0 	 12600 	 0 	 .\rs_settings_ff060006f10201b048_5.txt_00.txt 
0.00363636 	 275.00000000 	 1.00000000 	 0.00363636 	 275.00000000 	 142543 	 12600.1 	 12600 	 0 	 .\rs_settings_ff070007f10201b048_5.txt_00.txt 
0.00386100 	 259.00000000 	 1.00000000 	 0.00386100 	 259.00000000 	 151529 	 12600.0 	 12600 	 0 	 .\rs_settings_ff080008f10201b048_5.txt_00.txt 
0.00374532 	 267.00000000 	 1.00000000 	 0.00374532 	 267.00000000 	 154818 	 12600.1 	 12600 	 0 	 .\rs_settings_ff090009f10201b048_5.txt_00.txt 
0.01010101 	 99.00000000 	 1.00000000 	 0.01010101 	 99.00000000 	 350065 	 12600.0 	 12600 	 0 	 .\rs_settings_ffxx0000f10201b048_5.txt_00.txt 
0.00970874 	 103.00000000 	 1.00000000 	 0.00970874 	 103.00000000 	 317632 	 12600.0 	 12600 	 0 	 .\rs_settings_ffxx0001f10201b048_5.txt_00.txt 
0.01030928 	 97.00000000 	 1.00000000 	 0.01030928 	 97.00000000 	 367383 	 12600.0 	 12600 	 0 	 .\rs_settings_ffxx0002f10201b048_5.txt_00.txt 
0.00869565 	 115.00000000 	 1.00000000 	 0.00869565 	 115.00000000 	 285586 	 12600.0 	 12600 	 0 	 .\rs_settings_ffxx0003f10201b048_5.txt_00.txt 
0.00990099 	 101.00000000 	 1.00000000 	 0.00990099 	 101.00000000 	 266627 	 12600.0 	 12600 	 0 	 .\rs_settings_ffxx0004f10201b048_5.txt_00.txt 
0.00970874 	 103.00000000 	 1.00000000 	 0.00970874 	 103.00000000 	 291386 	 12600.0 	 12600 	 0 	 .\rs_settings_ffxx0005f10201b048_5.txt_00.txt 
0.01098901 	 91.00000000 	 1.00000000 	 0.01098901 	 91.00000000 	 430962 	 12600.0 	 12600 	 0 	 .\rs_settings_ffxx0006f10201b048_5.txt_00.txt 
0.00952381 	 105.00000000 	 1.00000000 	 0.00952381 	 105.00000000 	 292667 	 12600.0 	 12600 	 0 	 .\rs_settings_ffxx0007f10201b048_5.txt_00.txt 
0.01052632 	 95.00000000 	 1.00000000 	 0.01052632 	 95.00000000 	 316711 	 12600.0 	 12600 	 0 	 .\rs_settings_ffxx0008f10201b048_5.txt_00.txt 
0.00990099 	 101.00000000 	 1.00000000 	 0.00990099 	 101.00000000 	 328038 	 12600.0 	 12600 	 0 	 .\rs_settings_ffxx0009f10201b048_5.txt_00.txt 
